Nom de l'annonce,Produit,Créateur,Type de contenu,Angle marketing,Hook,Audience,Mois,Nom Ad Set,Nom Campagne,Statut,Date de lancement,Personnes touchées,Impressions,Fréquence,Clics,Conversions (achats),Budget dépensé (€),Revenu estimé (€),ROAS,CPM (€),Coût par clic (€),Taux de clic (%),Coût par conversion (€),Taux de conversion (%),Hook rate (%),Panier moyen (€),Lien aperçu,ID Ad Set,ID Annonce
AG1_Max_Performance_UGC_Science_V5,AG1 Travel Packs,Max_Performance,UGC,Science,Avant/Après,Large,Septembre 2025,AG1 Travel Packs - Max Performance - Septembre 2025,AG1 - Prospection - AG1 Travel Packs,En pause,14/09/2025,57043,93297,1.64,785,182,2996.99,16578.38,5.53,32.12,3.82,0.84,16.47,8.03,21.5,91.09,https://facebook.com/ads/preview/AD-26265,AD-25631,AD-26265
AG1_Max_Performance_UGC_Sport_V4,AG1 Travel Packs,Max_Performance,UGC,Sport,Témoignage,Large,Septembre 2025,AG1 Travel Packs - Max Performance - Septembre 2025,AG1 - Test créa - AG1 Travel Packs,En ligne,06/09/2025,448988,1335983,2.98,8087,98,14540.19,10951.5,0.75,10.88,1.8,0.61,148.37,7.42,23.6,111.75,https://facebook.com/ads/preview/AD-25775,AD-37477,AD-25775
AG1_Mia_Mindful_Motion-Vidéo_Voyage_V3,AG1 Travel Packs,Mia_Mindful,Motion/Vidéo,Voyage,Comparatif,Large,Août 2025,AG1 Travel Packs - Mia Mindful - Août 2025,AG1 - Prospection - AG1 Travel Packs,En pause,24/08/2025,56438,149691,2.65,952,42,3648.8,3690.96,1.01,24.38,3.83,0.64,86.88,10.82,18.1,87.88,https://facebook.com/ads/preview/AD-57187,AD-43303,AD-57187
AG1_Mia_Mindful_UGC_Busy-Pro_V2,AG1 Travel Packs,Mia_Mindful,UGC,Busy Pro,Test goût,Large,Août 2025,AG1 Travel Packs - Mia Mindful - Août 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,06/08/2025,104952,263365,2.51,2313,816,9957.04,91326.72,9.17,37.81,4.3,0.88,12.2,10.25,29.8,111.92,https://facebook.com/ads/preview/AD-28398,AD-77388,AD-28398
AG1_Mia_Mindful_UGC_Promo_V4,AG1 Travel Packs,Mia_Mindful,UGC,Promo,Témoignage,Large,Août 2025,AG1 Travel Packs - Mia Mindful - Août 2025,AG1 - Test créa - AG1 Travel Packs,En ligne,07/08/2025,287264,454041,1.58,1888,9,274.46,829.8,3.02,0.6,0.15,0.42,30.5,29.24,19.2,92.2,https://facebook.com/ads/preview/AD-18668,AD-36812,AD-18668
AG1_Mia_Mindful_UGC_Science_V5,AG1 Travel Packs,Mia_Mindful,UGC,Science,Explication science,Large,Août 2025,AG1 Travel Packs - Mia Mindful - Août 2025,AG1 - Test créa - AG1 Travel Packs,Arrêtée,04/08/2025,433579,1342877,3.1,3829,39,6136.66,4372.29,0.71,4.57,1.6,0.29,157.35,21.49,10.0,112.11,https://facebook.com/ads/preview/AD-43776,AD-77277,AD-43776
AG1_Mia_Mindful_UGC_Science_V5,AG1 Travel Packs,Mia_Mindful,UGC,Science,Avant/Après,Large,Août 2025,AG1 Travel Packs - Mia Mindful - Août 2025,AG1 - Test créa - AG1 Travel Packs,En pause,26/08/2025,24018,60750,2.53,278,105,2548.68,9079.35,3.56,41.95,9.17,0.46,24.27,21.94,16.5,86.47,https://facebook.com/ads/preview/AD-45580,AD-49462,AD-45580
AG1_Mia_Mindful_Motion-Vidéo_Lifestyle_V3,AG1 Travel Packs,Mia_Mindful,Motion/Vidéo,Lifestyle,Avant/Après,Large,Juillet 2025,AG1 Travel Packs - Mia Mindful - Juillet 2025,AG1 - Test créa - AG1 Travel Packs,En pause,27/07/2025,73526,216835,2.95,1548,1083,9222.92,103155.75,11.18,42.53,5.96,0.71,8.52,17.96,8.7,95.25,https://facebook.com/ads/preview/AD-13794,AD-45054,AD-13794
AG1_Mia_Mindful_UGC_Promo_V3,AG1 Travel Packs,Mia_Mindful,UGC,Promo,Comparatif,Large,Novembre 2025,AG1 Travel Packs - Mia Mindful - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,En pause,10/11/2025,17289,46996,2.72,110,365,3704.29,38463.7,10.38,78.82,33.68,0.23,10.15,19.09,15.5,105.38,https://facebook.com/ads/preview/AD-18400,AD-60004,AD-18400
AG1_Mia_Mindful_Podcast_Immunité_V2,AG1 Travel Packs,Mia_Mindful,Podcast,Immunité,Morning Ritual,Large,Octobre 2025,AG1 Travel Packs - Mia Mindful - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,En ligne,23/10/2025,714843,1443728,2.02,10924,968,14059.71,104524.64,7.43,9.74,1.29,0.76,14.52,4.76,13.9,107.98,https://facebook.com/ads/preview/AD-75277,AD-67528,AD-75277
AG1_Mia_Mindful_Motion-Vidéo_Énergie_V2,AG1 Travel Packs,Mia_Mindful,Motion/Vidéo,Énergie,Témoignage,Large,Septembre 2025,AG1 Travel Packs - Mia Mindful - Septembre 2025,AG1 - Acquisition - AG1 Travel Packs,Archivée,01/09/2025,33169,72100,2.17,516,57,12408.96,6696.36,0.54,172.11,24.05,0.72,217.7,9.11,34.1,117.48,https://facebook.com/ads/preview/AD-33580,AD-25027,AD-33580
AG1_Mia_Mindful_UGC_Busy-Pro_V4,AG1 Travel Packs,Mia_Mindful,UGC,Busy Pro,Challenge,Large,Septembre 2025,AG1 Travel Packs - Mia Mindful - Septembre 2025,AG1 - Test créa - AG1 Travel Packs,En pause,03/09/2025,38658,109633,2.84,324,188,13791.8,18822.56,1.36,125.8,42.57,0.3,73.36,39.2,32.0,100.12,https://facebook.com/ads/preview/AD-46497,AD-27933,AD-46497
AG1_Noah_Vitality_Podcast_Digestion_V5,AG1 Travel Packs,Noah_Vitality,Podcast,Digestion,Une journée avec moi,Large,Août 2025,AG1 Travel Packs - Noah Vitality - Août 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,15/08/2025,466106,1364486,2.93,6518,152,4679.44,17937.52,3.83,3.43,0.72,0.48,30.79,22.34,22.6,118.01,https://facebook.com/ads/preview/AD-57943,AD-50352,AD-57943
AG1_Noah_Vitality_UGC_Immunité_V2,AG1 Travel Packs,Noah_Vitality,UGC,Immunité,Avant/Après,Large,Août 2025,AG1 Travel Packs - Noah Vitality - Août 2025,AG1 - Test créa - AG1 Travel Packs,En ligne,03/08/2025,691709,2104432,3.04,14248,112,9204.81,10293.92,1.12,4.37,0.65,0.68,82.19,15.16,14.2,91.91,https://facebook.com/ads/preview/AD-27575,AD-72469,AD-27575
AG1_Noah_Vitality_Image statique_Lifestyle_V4,AG1 Travel Packs,Noah_Vitality,Image statique,Lifestyle,Morning Ritual,Large,Juillet 2025,AG1 Travel Packs - Noah Vitality - Juillet 2025,AG1 - Test créa - AG1 Travel Packs,Archivée,09/07/2025,13423,33181,2.47,298,273,3750.6,25937.73,6.92,113.03,12.59,0.9,13.74,11.74,—,95.01,https://facebook.com/ads/preview/AD-21401,AD-55688,AD-21401
AG1_Noah_Vitality_Motion-Vidéo_Busy-Pro_V2,AG1 Travel Packs,Noah_Vitality,Motion/Vidéo,Busy Pro,Avant/Après,Large,Juillet 2025,AG1 Travel Packs - Noah Vitality - Juillet 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,02/07/2025,365556,1111599,3.04,7580,145,2206.8,16621.35,7.53,1.99,0.29,0.68,15.22,10.83,18.8,114.63,https://facebook.com/ads/preview/AD-53652,AD-27961,AD-53652
AG1_Noah_Vitality_UGC_Digestion_V1,AG1 Travel Packs,Noah_Vitality,UGC,Digestion,Test goût,Large,Juillet 2025,AG1 Travel Packs - Noah Vitality - Juillet 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,12/07/2025,460179,965242,2.1,6383,865,10699.23,96386.95,9.01,11.08,1.68,0.66,12.37,5.69,10.1,111.43,https://facebook.com/ads/preview/AD-75484,AD-17266,AD-75484
AG1_Noah_Vitality_Image statique_Digestion_V1,AG1 Travel Packs,Noah_Vitality,Image statique,Digestion,Comparatif,Large,Novembre 2025,AG1 Travel Packs - Noah Vitality - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,En ligne,15/11/2025,234028,434183,1.86,1752,239,5847.77,26409.5,4.52,13.47,3.34,0.4,24.47,22.03,—,110.5,https://facebook.com/ads/preview/AD-31436,AD-33827,AD-31436
AG1_Noah_Vitality_Image statique_Digestion_V5,AG1 Travel Packs,Noah_Vitality,Image statique,Digestion,Challenge,Large,Novembre 2025,AG1 Travel Packs - Noah Vitality - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,27/11/2025,532248,724076,1.36,2395,738,9660.1,67312.98,6.97,13.34,4.03,0.33,13.09,27.1,—,91.21,https://facebook.com/ads/preview/AD-13318,AD-98697,AD-13318
AG1_Noah_Vitality_Motion-Vidéo_Promo_V5,AG1 Travel Packs,Noah_Vitality,Motion/Vidéo,Promo,Challenge,Large,Octobre 2025,AG1 Travel Packs - Noah Vitality - Octobre 2025,AG1 - Test créa - AG1 Travel Packs,Archivée,04/10/2025,90518,198931,2.2,1163,621,14779.99,73160.01,4.95,74.3,12.71,0.58,23.8,11.35,27.0,117.81,https://facebook.com/ads/preview/AD-68905,AD-45945,AD-68905
AG1_Noah_Vitality_Témoignage_Busy-Pro_V2,AG1 Travel Packs,Noah_Vitality,Témoignage,Busy Pro,Morning Ritual,Large,Octobre 2025,AG1 Travel Packs - Noah Vitality - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,En pause,04/10/2025,1803,3293,1.83,10,31,6733.76,2777.91,0.41,2044.87,673.38,0.3,217.22,20.0,—,89.61,https://facebook.com/ads/preview/AD-52613,AD-58333,AD-52613
AG1_Noah_Vitality_UGC_Promo_V5,AG1 Travel Packs,Noah_Vitality,UGC,Promo,Témoignage,Large,Octobre 2025,AG1 Travel Packs - Noah Vitality - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,03/10/2025,415678,928362,2.23,7502,152,1887.6,14055.44,7.45,2.03,0.25,0.81,12.42,5.79,34.8,92.47,https://facebook.com/ads/preview/AD-24085,AD-46353,AD-24085
AG1_Noah_Vitality_Podcast_Routine-matinale_V4,AG1 Travel Packs,Noah_Vitality,Podcast,Routine matinale,Comparatif,Large,Septembre 2025,AG1 Travel Packs - Noah Vitality - Septembre 2025,AG1 - Scale - AG1 Travel Packs,En pause,27/09/2025,21049,29863,1.42,136,336,8231.8,37178.4,4.52,275.65,60.53,0.46,24.5,26.47,18.8,110.65,https://facebook.com/ads/preview/AD-75514,AD-32551,AD-75514
AG1_Noah_Vitality_Témoignage_Énergie_V1,AG1 Travel Packs,Noah_Vitality,Témoignage,Énergie,Morning Ritual,Large,Septembre 2025,AG1 Travel Packs - Noah Vitality - Septembre 2025,AG1 - Prospection - AG1 Travel Packs,En ligne,16/09/2025,569020,1168465,2.05,11659,147,4023.02,15110.13,3.76,3.44,0.35,1.0,27.37,8.22,—,102.79,https://facebook.com/ads/preview/AD-89513,AD-83488,AD-89513
AG1_Image statique_Busy-Pro_V5,AG1 Travel Packs,—,Image statique,Busy Pro,Morning Ritual,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Test créa - AG1 Travel Packs,En ligne,11/11/2025,612646,2088405,3.41,11767,132,9224.31,14402.52,1.56,4.42,0.78,0.56,69.88,11.24,—,109.11,https://facebook.com/ads/preview/AD-24665,AD-55954,AD-24665
AG1_Image statique_Promo_V3,AG1 Travel Packs,—,Image statique,Promo,Comparatif,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Acquisition - AG1 Travel Packs,En ligne,01/11/2025,186891,500085,2.68,4274,433,7011.0,48340.12,6.89,14.02,1.64,0.85,16.19,4.61,—,111.64,https://facebook.com/ads/preview/AD-27555,AD-98752,AD-27555
AG1_Image statique_Science_V5,AG1 Travel Packs,—,Image statique,Science,Avant/Après,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,En pause,17/11/2025,36488,86087,2.36,741,224,13111.87,19113.92,1.46,152.31,17.69,0.86,58.54,17.0,—,85.33,https://facebook.com/ads/preview/AD-29250,AD-81668,AD-29250
AG1_Image statique_Voyage_V1,AG1 Travel Packs,—,Image statique,Voyage,Challenge,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Acquisition - AG1 Travel Packs,En ligne,20/11/2025,115517,461924,4.0,2959,129,8940.38,15442.59,1.73,19.35,3.02,0.64,69.31,8.45,—,119.71,https://facebook.com/ads/preview/AD-20509,AD-16487,AD-20509
AG1_Image statique_Voyage_V1,AG1 Travel Packs,—,Image statique,Voyage,Comparatif,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Scale - AG1 Travel Packs,Arrêtée,01/11/2025,211940,933867,4.41,6039,62,12218.45,7006.0,0.57,13.08,2.02,0.65,197.07,5.32,—,113.0,https://facebook.com/ads/preview/AD-55392,AD-55129,AD-55392
AG1_Image statique_Énergie_V4,AG1 Travel Packs,—,Image statique,Énergie,Comparatif,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Scale - AG1 Travel Packs,Arrêtée,16/11/2025,421461,1436319,3.41,13464,141,10012.76,15603.06,1.56,6.97,0.74,0.94,71.01,6.38,—,110.66,https://facebook.com/ads/preview/AD-10352,AD-71970,AD-10352
AG1_Motion-Vidéo_Busy-Pro_V2,AG1 Travel Packs,—,Motion/Vidéo,Busy Pro,Avant/Après,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Scale - AG1 Travel Packs,Arrêtée,22/11/2025,333011,1077374,3.24,3555,351,13372.08,34201.44,2.56,12.41,3.76,0.33,38.1,30.66,16.8,97.44,https://facebook.com/ads/preview/AD-92349,AD-67036,AD-92349
AG1_Motion-Vidéo_Busy-Pro_V4,AG1 Travel Packs,—,Motion/Vidéo,Busy Pro,Témoignage,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Scale - AG1 Travel Packs,En pause,15/11/2025,41192,56997,1.38,319,379,4858.95,32283.22,6.64,85.25,15.23,0.56,12.82,19.12,27.9,85.18,https://facebook.com/ads/preview/AD-54433,AD-75511,AD-54433
AG1_Motion-Vidéo_Routine-matinale_V3,AG1 Travel Packs,—,Motion/Vidéo,Routine matinale,Une journée avec moi,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,En pause,12/11/2025,87230,137794,1.58,848,41,907.08,4555.1,5.02,6.58,1.07,0.62,22.12,13.21,25.2,111.1,https://facebook.com/ads/preview/AD-79521,AD-79113,AD-79521
AG1_Motion-Vidéo_Voyage_V2,AG1 Travel Packs,—,Motion/Vidéo,Voyage,Comparatif,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,En pause,11/11/2025,70311,183993,2.62,1510,115,5743.27,11256.2,1.96,31.21,3.8,0.82,49.94,5.17,22.4,97.88,https://facebook.com/ads/preview/AD-89289,AD-11294,AD-89289
AG1_Podcast_Immunité_V2,AG1 Travel Packs,—,Podcast,Immunité,Test goût,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Scale - AG1 Travel Packs,Archivée,15/11/2025,40699,63088,1.55,126,99,8271.76,9474.3,1.15,131.11,65.65,0.2,83.55,41.27,15.3,95.7,https://facebook.com/ads/preview/AD-64523,AD-80063,AD-64523
AG1_Podcast_Immunité_V3,AG1 Travel Packs,—,Podcast,Immunité,Morning Ritual,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,En ligne,11/11/2025,767510,1271370,1.66,5652,547,6705.3,53545.83,7.99,5.27,1.19,0.44,12.26,11.64,16.8,97.89,https://facebook.com/ads/preview/AD-73259,AD-39678,AD-73259
AG1_Podcast_Immunité_V5,AG1 Travel Packs,—,Podcast,Immunité,Morning Ritual,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Test créa - AG1 Travel Packs,Archivée,09/11/2025,5393,8951,1.66,57,439,12231.31,50932.78,4.16,1366.47,214.58,0.64,27.86,8.77,24.7,116.02,https://facebook.com/ads/preview/AD-82526,AD-23891,AD-82526
AG1_Podcast_Lifestyle_V1,AG1 Travel Packs,—,Podcast,Lifestyle,Morning Ritual,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Scale - AG1 Travel Packs,En ligne,04/11/2025,231890,463713,2.0,2506,213,6698.16,21180.72,3.16,14.44,2.67,0.54,31.45,14.92,12.0,99.44,https://facebook.com/ads/preview/AD-35982,AD-36946,AD-35982
AG1_Podcast_Science_V5,AG1 Travel Packs,—,Podcast,Science,Une journée avec moi,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,Archivée,10/11/2025,3154,7833,2.48,35,700,14914.14,74683.0,5.01,1904.01,426.12,0.45,21.31,14.29,8.6,106.69,https://facebook.com/ads/preview/AD-28094,AD-84842,AD-28094
AG1_Podcast_Sport_V1,AG1 Travel Packs,—,Podcast,Sport,Comparatif,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Test créa - AG1 Travel Packs,En ligne,21/11/2025,440191,1502236,3.41,7358,75,1522.01,6618.75,4.35,1.01,0.21,0.49,20.29,18.31,12.2,88.25,https://facebook.com/ads/preview/AD-98007,AD-15978,AD-98007
AG1_Podcast_Voyage_V5,AG1 Travel Packs,—,Podcast,Voyage,Explication science,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Acquisition - AG1 Travel Packs,En pause,18/11/2025,99120,283409,2.86,1359,76,2386.29,8168.48,3.42,8.42,1.76,0.48,31.4,12.73,27.7,107.48,https://facebook.com/ads/preview/AD-24250,AD-52604,AD-24250
AG1_Podcast_Énergie_V4,AG1 Travel Packs,—,Podcast,Énergie,Comparatif,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Scale - AG1 Travel Packs,En pause,11/11/2025,63004,129984,2.06,951,23,3486.71,2406.95,0.69,26.82,3.67,0.73,151.6,14.62,9.7,104.65,https://facebook.com/ads/preview/AD-39919,AD-50225,AD-39919
AG1_UGC_Busy-Pro_V1,AG1 Travel Packs,—,UGC,Busy Pro,Comparatif,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,02/11/2025,468573,1659062,3.54,6460,108,3095.67,11737.44,3.79,1.87,0.48,0.39,28.66,14.07,27.5,108.68,https://facebook.com/ads/preview/AD-89285,AD-34887,AD-89285
AG1_UGC_Sport_V1,AG1 Travel Packs,—,UGC,Sport,Comparatif,Large,Novembre 2025,AG1 Travel Packs - Novembre 2025,AG1 - Test créa - AG1 Travel Packs,Arrêtée,03/11/2025,198050,869002,4.39,6062,256,5036.21,29153.28,5.79,5.8,0.83,0.7,19.67,6.81,30.6,113.88,https://facebook.com/ads/preview/AD-35988,AD-87435,AD-35988
AG1_Image statique_Digestion_V1,AG1 Travel Packs,—,Image statique,Digestion,Comparatif,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Prospection - AG1 Travel Packs,En ligne,11/10/2025,713821,1076180,1.51,6989,238,9328.76,20717.9,2.22,8.67,1.33,0.65,39.2,11.19,—,87.05,https://facebook.com/ads/preview/AD-51178,AD-73530,AD-51178
AG1_Image statique_Immunité_V4,AG1 Travel Packs,—,Image statique,Immunité,Témoignage,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Test créa - AG1 Travel Packs,En ligne,10/10/2025,436254,894877,2.05,5335,4,301.43,439.08,1.46,0.34,0.06,0.6,75.36,10.65,—,109.77,https://facebook.com/ads/preview/AD-31274,AD-61214,AD-31274
AG1_Image statique_Lifestyle_V3,AG1 Travel Packs,—,Image statique,Lifestyle,Une journée avec moi,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Test créa - AG1 Travel Packs,Archivée,10/10/2025,95583,100030,1.05,529,371,5690.2,37252.11,6.55,56.88,10.76,0.53,15.34,7.56,—,100.41,https://facebook.com/ads/preview/AD-85459,AD-77237,AD-85459
AG1_Image statique_Promo_V1,AG1 Travel Packs,—,Image statique,Promo,Explication science,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,En ligne,20/10/2025,404005,1592624,3.94,6251,22,4298.61,2204.18,0.51,2.7,0.69,0.39,195.39,29.63,—,100.19,https://facebook.com/ads/preview/AD-44961,AD-84791,AD-44961
AG1_Image statique_Voyage_V1,AG1 Travel Packs,—,Image statique,Voyage,Morning Ritual,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,19/10/2025,425320,1185775,2.79,4229,35,8404.5,3707.9,0.44,7.09,1.99,0.36,240.13,25.04,—,105.94,https://facebook.com/ads/preview/AD-56971,AD-88056,AD-56971
AG1_Motion-Vidéo_Immunité_V4,AG1 Travel Packs,—,Motion/Vidéo,Immunité,Comparatif,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Scale - AG1 Travel Packs,Arrêtée,23/10/2025,357142,1251599,3.5,10329,984,14483.83,115777.44,7.99,11.57,1.4,0.83,14.72,16.74,23.5,117.66,https://facebook.com/ads/preview/AD-89873,AD-87704,AD-89873
AG1_Motion-Vidéo_Immunité_V5,AG1 Travel Packs,—,Motion/Vidéo,Immunité,Comparatif,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Test créa - AG1 Travel Packs,Arrêtée,15/10/2025,65785,178855,2.72,450,270,8886.39,28962.9,3.26,49.68,19.75,0.25,32.91,32.67,34.9,107.27,https://facebook.com/ads/preview/AD-95233,AD-83268,AD-95233
AG1_Podcast_Digestion_V2,AG1 Travel Packs,—,Podcast,Digestion,Morning Ritual,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,08/10/2025,423775,1780193,4.2,5486,597,11077.3,59311.95,5.35,6.22,2.02,0.31,18.55,32.34,22.0,99.35,https://facebook.com/ads/preview/AD-41520,AD-26571,AD-41520
AG1_Podcast_Lifestyle_V1,AG1 Travel Packs,—,Podcast,Lifestyle,Test goût,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,Archivée,18/10/2025,18101,24187,1.34,58,145,2479.58,15227.9,6.14,102.52,42.75,0.24,17.1,50.0,22.9,105.02,https://facebook.com/ads/preview/AD-91955,AD-26706,AD-91955
AG1_Podcast_Énergie_V2,AG1 Travel Packs,—,Podcast,Énergie,Avant/Après,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Prospection - AG1 Travel Packs,En pause,25/10/2025,77388,119241,1.54,772,262,10072.66,25592.16,2.54,84.47,13.05,0.65,38.45,7.64,21.6,97.68,https://facebook.com/ads/preview/AD-85837,AD-61393,AD-85837
AG1_Podcast_Énergie_V4,AG1 Travel Packs,—,Podcast,Énergie,Avant/Après,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Test créa - AG1 Travel Packs,Archivée,02/10/2025,72712,195806,2.69,447,93,7797.47,7984.05,1.02,39.82,17.44,0.23,83.84,23.49,20.9,85.85,https://facebook.com/ads/preview/AD-34179,AD-60864,AD-34179
AG1_UGC_Digestion_V1,AG1 Travel Packs,—,UGC,Digestion,Challenge,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,07/10/2025,369622,1419602,3.84,8322,5,90.92,515.65,5.67,0.06,0.01,0.59,18.18,12.75,30.3,103.13,https://facebook.com/ads/preview/AD-53583,AD-29373,AD-53583
AG1_UGC_Digestion_V1,AG1 Travel Packs,—,UGC,Digestion,Challenge,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Acquisition - AG1 Travel Packs,Arrêtée,18/10/2025,163991,335180,2.04,3136,206,9998.7,19380.48,1.94,29.83,3.19,0.94,48.54,13.27,27.9,94.08,https://facebook.com/ads/preview/AD-44937,AD-52016,AD-44937
AG1_UGC_Promo_V4,AG1 Travel Packs,—,UGC,Promo,Comparatif,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,12/10/2025,52550,129506,2.46,346,563,13951.43,64446.61,4.62,107.73,40.32,0.27,24.78,42.49,21.8,114.47,https://facebook.com/ads/preview/AD-49740,AD-17922,AD-49740
AG1_UGC_Routine-matinale_V3,AG1 Travel Packs,—,UGC,Routine matinale,Test goût,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,19/10/2025,599900,1821533,3.04,16134,121,6794.66,12225.84,1.8,3.73,0.42,0.89,56.15,16.69,31.2,101.04,https://facebook.com/ads/preview/AD-65508,AD-87803,AD-65508
AG1_UGC_Science_V3,AG1 Travel Packs,—,UGC,Science,Une journée avec moi,Large,Octobre 2025,AG1 Travel Packs - Octobre 2025,AG1 - Scale - AG1 Travel Packs,En ligne,07/10/2025,64436,172887,2.68,974,28,1026.16,2458.96,2.4,5.94,1.05,0.56,36.65,21.56,16.2,87.82,https://facebook.com/ads/preview/AD-72499,AD-46125,AD-72499
AG1_Olivia_Green_Motion-Vidéo_Routine-matinale_V4,AG1 Travel Packs,Olivia_Green,Motion/Vidéo,Routine matinale,Test goût,Large,Juillet 2025,AG1 Travel Packs - Olivia Green - Juillet 2025,AG1 - Prospection - AG1 Travel Packs,Arrêtée,26/07/2025,250820,505851,2.02,4805,269,4170.96,26978.01,6.47,8.25,0.87,0.95,15.51,7.51,27.6,100.29,https://facebook.com/ads/preview/AD-64950,AD-96533,AD-64950
AG1_Olivia_Green_Podcast_Science_V3,AG1 Travel Packs,Olivia_Green,Podcast,Science,Témoignage,Large,Juillet 2025,AG1 Travel Packs - Olivia Green - Juillet 2025,AG1 - Acquisition - AG1 Travel Packs,Archivée,21/07/2025,60981,170894,2.8,945,194,2411.74,17568.64,7.28,14.11,2.55,0.55,12.43,20.11,17.3,90.56,https://facebook.com/ads/preview/AD-42780,AD-65615,AD-42780
AG1_Olivia_Green_UGC_Busy-Pro_V5,AG1 Travel Packs,Olivia_Green,UGC,Busy Pro,Comparatif,Large,Juillet 2025,AG1 Travel Packs - Olivia Green - Juillet 2025,AG1 - Prospection - AG1 Travel Packs,En ligne,06/07/2025,195998,678569,3.46,4451,261,12091.34,29049.3,2.4,17.82,2.72,0.66,46.33,19.46,22.4,111.3,https://facebook.com/ads/preview/AD-48356,AD-52421,AD-48356
AG1_Olivia_Green_Image statique_Lifestyle_V1,AG1 Travel Packs,Olivia_Green,Image statique,Lifestyle,Morning Ritual,Large,Novembre 2025,AG1 Travel Packs - Olivia Green - Novembre 2025,AG1 - Prospection - AG1 Travel Packs,En pause,17/11/2025,33108,91542,2.76,287,977,10854.56,85399.57,7.87,118.57,37.82,0.31,11.11,31.71,—,87.41,https://facebook.com/ads/preview/AD-53066,AD-22209,AD-53066
